Район,Наименование организации,Сокращенное наименование,Адрес,Руководитель,Телефон,Факс,Электронная почта,Муниципальное образование,ИНН,ОГРН,Примечание
Петроградский,"Государственное бюджетное общеобразовательное учреждение начальная общеобразовательная школа № 99 ""СТАРТ""Петроградского района Санкт-Петербурга",ГБОУ НОШ №99 Петроградского района Санкт-Петербурга,"197110,Санкт-Петербург, ул.Депутатская,д.6,литера А",Резниченко Елена Анатольевна,+7(812) 246-22-63,+7(812)246-22-64,99skola2018@gmail.com,Чкаловское,7813047833.0,1027806894312.0,
Центральный,"Государственное бюджетное общеобразовательное учреждение школа  №5 Центрального района Санкт-Петербурга""",ГБОУ школа № 5 Центрального района Санкт-Петербурга,"191144, Санкт-Петербург, ул. Моисеенко, д. 19, лит. А",Волошенюк Татьяна Петровна,271 35 11,,sch5@center-edu.spb.ru,80,7825427879,1027809226312,
Центральный,Государственное бюджетное общеобразовательное учреждение школа №18 Центрального района Санкт-Петербурга,ГБОУ школа № 18 Центрального района Санкт-Петербурга,"193015, Санкт-Петербург, ул. Кавалергардская, д. 9-11-13, лит.  А",Тихомирова Алена Владимировна,275 62 67,,sch18@center-edu.spb.ru,80,7825425864,1027809248807,
Центральный,Государственное бюджетное общеобразовательное учреждение Центр образования № 80 Центрального района Санкт-Петербурга,ГБОУ Центр образования № 80,"191144, Санкт-Петербург, ул. 8-я Советская, д. 62, лит. А",Камердинеров Виталий Георгиевич,271 07 81,,sch80@center-edu.spb.ru,80,7842006091,1047844001446,
Центральный,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 122 Центрального района Санкт-Петербурга,ГБОУ СОШ № 122 Центрального района СПб,"191022, Санкт-Петербург, переулок Графский, д. 1, лит. А",Кулиева Ирина Рафаэльевна,417 33 27,,sch122@center-edu.spb.ru,82,7825425600,1027809241118,
Центральный,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 153 Центрального района Санкт-Петербурга имени Героя Российской Федерации В.В. Таташвили,ГБОУ СОШ № 153 Центрального района СПб,"191036, Санкт-Петербург, ул. Гончарная, д. 15, лит. А",Сидорова Лия Геннадьевна,717 18 42,,sch153@center-edu.spb.ru,81,7825432029,1027809254593,
Центральный,Государственное бюджетное общеобразовательное учреждение гимназия № 155 Центрального района Санкт-Петербурга,ГБОУ гимназия №155,"191036, Санкт-Петербург, Греческий пр., д. 21, лит. А, Б, Г",Шуйская Ольга Евгеньевна,417 32 40,,sch155@center-edu.spb.ru,80,7825422408,1027809217480,
Центральный,Государственное бюджетное общеобразовательное учреждение гимназия № 157 Санкт-Петербурга имени принцессы Е.М.Ольденбургской,ГБОУ гимназия №157 Санкт-Петербурга,"191124, Санкт-Петербург, ул. Лафонская, д.1, лит. А, Б",Сидоров Евгений Петрович,271 13 29,,sch157@center-edu.spb.ru,80,7825663139,1027809238467,
Центральный,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 163 Центрального района Санкт-Петербурга,ГБОУ школа № 163,"193015, Санкт-Петербург, ул. Кирочная, д. 54, лит. А, Г.",Антонова Лидия Викторовна,275 21 24,,sch163@center-edu.spb.ru,80,7825444994,1037843047912,
Центральный,Государственное бюджетное общеобразовательное учреждение гимназия № 166 Центрального района Санкт-Петербурга,ГБОУ гимназия № 166 Центрального района Санкт-Петербурга,"191036, Санкт-Петербург, Прудковский пер., д.1/8",Карачевцев Игорь Альбертович,579 18 74,,sch166@center-edu.spb.ru,80,7825427131,1037843033030,
Центральный,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 167 Центрального района Санкт-Петербурга,ГБОУ школа № 167 Центрального района Санкт-Петербурга,"191024, Санкт-Петербург, ул. Херсонская, д.9/11, лит. А.",Бегельдиева Светлана Магометовна,274 06 47,,sch167@center-edu.spb.ru,80,7825424797,1027809226653,
Центральный,Государственное бюджетное общеобразовательное учреждение гимназия № 168 Центрального района Санкт-Петербурга,ГБОУ гимназия № 168 Центрального района Санкт-Петербурга,"193167, Санкт-Петербург, Невский пр., д. 169",Лебедева Светлана Андреевна,271 75 41,,sch168@center-edu.spb.ru,81,7825468762,1037843004891,
Центральный,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 169 с углубленным изучением английского языка Центрального района Санкт-Петербурга,ГБОУ школа № 169 с углубленным изучением английского языка Центрального района Санкт-Петербурга,"191024, Санкт-Петербург, ул. Харьковская, д. 13, лит. А.",Калашникова Маргарита Анатольевна,417 32 50,,sch169@center-edu.spb.ru,81,7825441231,1027809243571,
Центральный,Государственное бюджетное общеобразовательное учреждение гимназия №171 Центрального района Санкт-Петербурга,ГБОУ гимназия № 171 Центрального района Санкт-Петербурга,"191014, Санкт-Петербург, ул. Маяковского, д. 9/16, лит. А",Кибальник Тамара Петровна,417 56 32,,sch171@center-edu.spb.ru,79,7825128389,1027809204169,
Центральный,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 174 Центрального района Санкт-Петербурга,ГБОУ школа № 174,"191015, Санкт-Петербург, Дегтярный пер., д. 24, лит. А.",Финагина Ольга Валерьевна,573 97 93,,sch174@center-edu.spb.ru,80,7825439916,1037843012866,
Центральный,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 178 Центрального района Санкт-Петербурга,ГБОУ школа № 178,"191144, Санкт-Петербург, ул. 9-я Советская, д. 31, лит. А.",Митрофанова Светлана Владиславовна,271 71 11,,sch178@center-edu.spb.ru,80,7825425350,1037843005881,
Центральный,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 181 Центрального района Санкт-Петербурга,ГБОУ школа № 181 Центрального района СПб,"191028, Санкт-Петербург, Соляной пер., д. 12, лит. А.",Воронова Зинаида Павловна,273 15 62,,sch181@center-edu.spb.ru,79,7825125204,1037843011205,
Центральный,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 183 с углубленным изучением английского языка Центрального района Санкт-Петербурга,ГБОУ СОШ № 183 Центрального района Санкт-Петербурга,"191123, Санкт-Петербург, ул. Кирочная, д. 28а, лит. А.",Скрыльникова Елена Станиславовна,579 22 02,,sch183@center-edu.spb.ru,80,7825127794,1037843002691,
Центральный,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 185 с углубленным изучением английского языка Центрального района Санкт-Петербурга,ГБОУ СОШ № 185 с углубленным изучением английского языка Центрального района Санкт-Петербурга,"191123, Санкт-Петербург, ул. Шпалерная, д. 33, лит. А, В. 191123, Санкт-Петербург, ул. Захарьевская, д. 14, лит. А, Б.",Гурьянова Юлия Викторовна,272 13 29,,sch185@center-edu.spb.ru,79,7825128734,1027809246046,
Центральный,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 189 «Шанс» Центрального района Санкт-Петербурга,ГБОУ школа № 189 «Шанс» Центрального района Санкт-Петербурга,"191028, Санкт-Петербург, улица Пестеля, дом 16б, литера Б",Герасименко Анна Сергеевна,272 47 13,,sch189@center-edu.spb.ru,79,7825014590,1037843029025,
Центральный,Государственное бюджетное общеобразовательное учреждение гимназия № 190 Центрального района Санкт-Петербурга,ГБОУ гимназия № 190 Центрального района Санкт-Петербурга,"191028, Санкт-Петербург, наб. р. Фонтанки, д. 22, лит. А.",Лысакова Ирина Васильевна,273 34 28,,sch190@center-edu.spb.ru,79,7825129801,1027809252130,
Центральный,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 193 Центрального района Санкт-Петербурга,ГБОУ СОШ № 193 Центрального района СПб,"191123, Санкт-Петербург, Гродненский пер., д. 8-10, лит. А.",Хохлова Елена Евгеньевна,417 53 91,,sch193@center-edu.spb.ru,79,7825127850,1037843019169,
Центральный,"Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 197 с углубленным изучением предметов естественнонаучного цикла (физика, химия, биология) Центрального района Санкт-Петербурга",ГБОУ школа № 197 Центрального района Санкт-Петербурга,"191123, Санкт-Петербург, ул. Фурштатская, д. 29а, лит. А.",Гембель Татьяна Петровна,719 79 23,,sch197@center-edu.spb.ru,80,7825127804,1027809251931,
Центральный,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 204 с углубленным изучением иностранных языков (английского и финского) Центрального района Санкт-Петербурга,ГБОУ школа № 204 Центрального района Санкт-Петербурга,"191186, Санкт-Петербург, ул. Миллионная, д. 14, лит. А.",Петрова Светлана Вячеславна,312 94 48,,sch204@center-edu.spb.ru,77,7825127882,1027809215829,
Центральный,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 206 Центрального района Санкт-Петербурга,ГБОУ СОШ № 206 Центрального района Санкт-Петербурга,"191002, Санкт-Петербург, наб. р. Фонтанки, д. 62, лит. А.",Канашенок Мария Михайловна,712 05 65,,sch206@center-edu.spb.ru,82,7825426410,1037843021446,
Центральный,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 207 с углубленным изучением английского языка Центрального района Санкт-Петербурга,ГБОУ школа № 207 с углубленным изучением английского языка,"191025, Санкт-Петербург, Невский проспект, дом 100",Коровкин Вячеслав Юрьевич,579 32 93,,sch207@center-edu.spb.ru,79,7825404487,1027809255891,
Центральный,Государственное бюджетное общеобразовательное учреждение гимназия № 209 Центрального района Санкт-Петербурга «Павловская гимназия»,ГБОУ гимназия № 209 «Павловская гимназия»,"191025, Санкт-Петербург, ул. Восстания, д. 8, лит. А.",Ефимов Дмитрий Георгиевич,579 04 73,,sch209@center-edu.spb.ru,79,7825426466,1027809230360,
Центральный,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 210 Центрального района Санкт-Петербурга,ГБОУ школа № 210,"191186, Санкт-Петербург, Невский пр., д. 14, лит. А. 191186, Санкт-Петербург, Большая морская ул., д. 7, лит. А.",Максимчик Татьяна Геннадьевна,312 85 18,,sch210@center-edu.spb.ru,77,7825425342,1037843005441,
Центральный,Государственное бюджетное общеобразовательное учреждение Лицей № 211 имени Пьера де Кубертена Центрального района Санкт-Петербурга,ГБОУ Лицей № 211 имени Пьера де Кубертена,"191186, Санкт-Петербург, ул. Гороховая, д. 20, лит. А, Б, В",Бабаева Людмила Александровна,315 98 96,,sch211@center-edu.spb.ru,78,7825426441,1027809245860,
Центральный,Государственное бюджетное общеобразовательное учреждение лицей № 214 Центрального района Санкт-Петербурга,ГБОУ лицей № 214 Центрального района Санкт-Петербурга,"191025, Санкт-Петербург, ул. Маяковского, д. 8, лит. А.",Витте Ирина Яковлевна,417 55 64,,sch214@center-edu.spb.ru,79,7825431280,1037843047450,
Центральный,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 222 с углубленным изучением немецкого языка «ПЕТРИШУЛЕ» Центрального района Санкт-Петербурга,ГБОУ школа № 222 «ПЕТРИШУЛЕ»,"191186, Санкт-Петербург, Невский пр., д. 22-24, лит. А.",Полякова Анна Викторовна,312 13 76,,sch222@center-edu.spb.ru,77,7825430663,1027809249049,
Центральный,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 294 Центрального района Санкт-Петербурга,ГБОУ школа № 294 Центрального района Санкт-Петербурга,"191040, Санкт-Петербург, ул. Коломенская, д. 5, лит. А",Замотина Наталья Юрьевна,417 55 57,,sch294@center-edu.spb.ru,82,7825426339,1037843091208,
Центральный,Государственное бюджетное общеобразовательное учреждение начальная общеобразовательная школа № 300 Центрального района Санкт-Петербурга,ГБОУ школа № 300 Центрального района Санкт-Петербурга,"191002, Санкт-Петербург, Большая Московская улица, дом 10/1-3, литера А",Ильина Юлия Борисовна,713 25 82,,sch300@center-edu.spb.ru,82,7825424814,1027809242493,
Центральный,"Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 304 ""Центр подготовки кадет"" Центрального района Санкт-Петербурга",ГБОУ СОШ № 304 Центрального района СПб,"191119, Санкт-Петербург, ул. Черняховского, д. 30, лит.  А.",Чекина Валентина Дмитриевна,417 56 15,,sch304@center-edu.spb.ru,81,7825431875,1027809256617,
Центральный,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 308 Центрального района Санкт-Петербурга,ГБОУ школа № 308 Центрального района Санкт-Петербурга,"191180, Санкт-Петербург, ул. Бородинская, д. 8-10, лит. А.",Микляева Ирина Владимировна,407 55 23,,sch308@center-edu.spb.ru,82,7825426145,1037843003428,
Центральный,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 309 Центрального района Санкт-Петербурга,ГБОУ СОШ № 309 Центрального района СПб,"191119, Санкт-Петербург, ул. Константина Заслонова, д. 6, лит. А",Шаповалова Вера Михайловна,764 94 74,,sch309@center-edu.spb.ru,82,7825426434,1027809237246,
Центральный,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 321 Центрального района Санкт-Петербурга,ГБОУ школа № 321 Центрального района СПб,"191119, Санкт-Петербург, ул. Социалистическая, д. 7/11, лит. А.",Машковцев Дмитрий Владимирович,417 25 53,,sch321@center-edu.spb.ru,82,7825426219,1037843044601,
Центральный,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 550 «Школа информационных технологий» Центрального района Санкт-Петербурга,ГБОУ СОШ № 550 Центрального района Санкт-Петербурга,"191023, Санкт-Петербург, Торговый пер., д. 2А, лит. А.",Ноткин Борис Абрамович,315 50 60,,sch550@center-edu.spb.ru,78,7825335561,1037843000898,
Центральный,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 612 Центрального района Санкт-Петербурга,ГБОУ школа № 612 Центрального района СПб,"191119, Санкт-Петербург, ул. Звенигородская,  д. 30а, лит. А.",Трошнева Елена Николаевна,417 67 23,,sch612@center-edu.spb.ru,82,7825430494,1037843060408,
Центральный,Государственное бюджетное общеобразовательное учреждение начальная школа – детский сад № 620 Центрального района Санкт-Петербурга «РОСТОК»,ГБОУ начальная школа – детский сад № 620 Центрального района Санкт-Петербурга «РОСТОК»,"191014, Санкт-Петербург, Ковенский пер., д.  10а, лит. А",Гордеева Елена Георгиевна,272 11 52,,sch620@center-edu.spb.ru,79,7841014974,1047841026177,
Центральный,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 636 с углубленным изучением иностранных языков Центрального района Санкт-Петербурга,ГБОУ СОШ № 636 Центрального района Санкт-Петербурга,"191186, Санкт-Петербург, наб. р. Мойки, д. 38, лит. А.",Кесаева Светлана Дзамболатовна,571 16 60,,sch636@center-edu.spb.ru,77,7825426226,1027809255077,
Центральный,Государственное бюджетное общеобразовательное учреждение Российская гимназия при Государственном Русском музее Центрального района Санкт-Петербурга,ГБОУ гимназия при ГРМ Центрального района Санкт-Петербурга,"191011, Санкт-Петербург, пл. Искусств, д. 2. 191011, Санкт-Петербург, ул. Итальянская, д. 6/4",Бельгушева Лариса Хаутиевна,241 27 08,,grm@center-edu.spb.ru,77,7803051453,1037843076006,
Центральный,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа с углубленным изучением предметов музыкального цикла «Тутти» Центрального района Санкт-Петербурга,ГБОУ школа «Тутти»,"191104, Санкт-Петербург Литейный пр., д. 46, лит. А",Пантюшова Наталья Борисовна,272 88 66,,tutti@center-edu.spb.ru,79,7825001463,1037843012790,
Василеостровский,Государственное бюджетное общеобразовательное учреждение начальная школа - детский сад № 36 Василеостровского района Санкт-Петербурга,ГБОУ НШДС №36,"г.Санкт-Петербург, Канареечная улица, дом 11, литера А",Рымбалюк Екатерина Владимировна,322-03-82,322-36-91,school036@36spb.ru,Муниципальное образование «Гавань»,7801137289,1037800004648,
Василеостровский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №10 с углубленным изучением химии Василеостровского района Санкт-Петербурга,ГБОУ СОШ №10,"г.Санкт-Петербург, улица Кораблестроителей, дом 42, корпус 2, литера А",Румянцев Денис Евгеньевич,417-23-42,417-23-42,mail@sch10spb.ru,Муниципальное образование муниципальный округ «Остров Декабристов»,7801137024,1027800546795,
Василеостровский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 12 с углубленным изучением английского языка Василеостровского района Санкт-Петербурга,ГБОУ СОШ №12,"г.Санкт-Петербург, улица Кораблестроителей, дом 21, корпус 3, литера А",Шведова Диана Анатольевна,417-38-25,417-38-25,mail@school-12.com,Муниципальное образование муниципальный округ «Округ Морской»,7801136239,1027800541735,
Василеостровский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 15 Василеостровского района Санкт-Петербурга,ГБОУ СОШ №15,"г.Санкт-Петербург, улица Шевченко, дом 36, литера А",Бухарова Анна Валентиновна,355-84-20,355-84-20,school15spb@yandex.ru,Муниципальное образование «Гавань»,7801135588,1037800017584,
Василеостровский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №16 Василеостровского района Санкт-Петербурга,ГБОУ СОШ №16,"г.Санкт-Петербург, Наличная улица, дом 44, корпус 5, литера А",Терновская Мария Владимировна,350-15-25,350-15-25,sch16spb@yandex.ru,Муниципальное образование муниципальный округ «Остров Декабристов»,7801136609,1037800017518,
Василеостровский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №17 Василеостровского района Санкт-Петербурга,ГБОУ СОШ №17,"г.Санкт-Петербург, 19-я линия В.О., дом 22, литера А",Григорьева Татьяна Ивановна,417-62-93,417-62-93,school17vo@mail.ru,Муниципальное образование Муниципальный округ  №7,7801136782,1037800062585,
Василеостровский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 18 с углубленным изучением математики Василеостровского района Санкт-Петербурга,ГБОУ СОШ №18,"г.Санкт-Петербург, проспект КИМа, дом 11, литера Б",Шапошников Александр Валерьевич,417-24-20,417-24-20,schola018@yandex.ru,Муниципальное образование муниципальный округ «Остров Декабристов»,7801136052,1037800007211,
Василеостровский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №19 Василеостровского района Санкт-Петербурга,ГБОУ СОШ №19,"г.Санкт-Петербург, Гаванская улица, дом 54, литера А",Денисова Людмила Станиславовна,417-24-10,417-24-10,school019@ya.ru,Муниципальное образование «Гавань»,7801137271,1037800021380,
Василеостровский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №2 Василеостровского района Санкт-Петербурга,ГБОУ СОШ №2,"г.Санкт-Петербург, Наличная улица, дом 32, корпус 2, литера А",Поздняков Егор Владимирович,356-29-64,355-05-50,school002vo@yandex.ru,Муниципальное образование муниципальный округ «Округ Морской»,7801136366,1027800547610,
Василеостровский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 21 Василеостровского района Санкт-Петербурга им. Э.П.Шаффе,ГБОУ СОШ №21,"г.Санкт-Петербург, 5-я линия В.О., дом 16/17, литера А",Ачкасова Юлия Ивановна,323-25-57,323-25-57,spbschool021@yandex.ru,Муниципальное образование Муниципальный округ  №7,7801136790,1037800018695,
Василеостровский,"Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №27 с углубленным изучением литературы, истории и иностранных языков Василеостровского района Санкт-Петербурга имени И.А. Бунина",ГБОУ СОШ №27,"199034, Санкт-Петербург г, Лейтенанта Шмидта наб, д 15/1",Филиппова Светлана Анатольевна,323-62-82,323-77-58,info@s27spb.ru,Муниципальное образование Муниципальный округ  №7,7801136736,1037800017243,
Василеостровский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №29 с углубленным изучением французского языка и права Василеостровского района Санкт-Петербурга,ГБОУ СОШ №29,"г.Санкт-Петербург, Малый проспект В.О., дом 34, литера А",Борисов Владимир Анатольевич,417-34-62,417-34-62,sch029@voportal.ru,Муниципальное образование муниципальный округ «Округ Васильевский»,7801135556,1037800021379,
Василеостровский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 31 с углубленным изучением английского языка Василеостровского района Санкт-Петербурга,ГБОУ СОШ №31,"г.Санкт-Петербург, улица Кораблестроителей, дом 38, корпус 2, литера А",Остапченко Татьяна Олеговна,351-07-80,351-07-80,school31@s31.ru,Муниципальное образование муниципальный округ «Остров Декабристов»,7801137088,1037800017969,
Василеостровский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 35 с углубленным изучением английского языка Василеостровского района Санкт-Петербурга,ГБОУ СОШ №35,"199053, Санкт-Петербург г, Кадетская линия, д 3",Кусок Оксана Анатольевна,573-97-29,573-97-29,school035@sch35.ru,Муниципальное образование Муниципальный округ  №7,7801136292,1037800050276,
Василеостровский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 4 с углубленным изучением французского языка имени Жака-Ива Кусто Василеостровского района Санкт-Петербурга,ГБОУ СОШ №4 Кусто,"г.Санкт-Петербург, Опочинина улица, дом 10, литера А",Берлина Татьяна Робертовна,356-54-40,356-54-40,gbou4@ecolecousteau.ru,Муниципальное образование «Гавань»,7801136944,1027800560303,
Василеостровский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 5 Василеостровского района Санкт-Петербурга,ГБОУ СОШ №5,"г.Санкт-Петербург, 13-я линия В.О., дом 28, литера А",Кожевникова Татьяна Александровна,321-90-91,321-90-24,mail@sch5.spb.ru,Муниципальное образование Муниципальный округ  №7,7801137313,1027800543407,
Василеостровский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №6 Василеостровского района Санкт-Петербурга,ГБОУ СОШ №6,"г.Санкт-Петербург, улица Шевченко, дом 3, литера А",Лебедев Владимир Владимирович,322-03-22,322-03-22,info@6sch.ru,Муниципальное образование «Гавань»,7801136101,1037800013789,
Василеостровский,Государственное бюджетное общеобразовательное учреждение гимназия № 11 Василеостровского района Санкт-Петербурга,ГБОУ гимназия №11,"г.Санкт-Петербург, 16-я линия В.О., дом 55, литера А",Сергеева Вероника Борисовна,321-57-52,321-57-52,gymn11vo@gmail.com,Муниципальное образование муниципальный округ «Округ Васильевский»,7801136091,1037800024690,
Василеостровский,Государственное бюджетное общеобразовательное учреждение гимназия № 24 имени И. А. Крылова Санкт-Петербурга,ГБОУ гимназия № 24,"г.Санкт-Петербург, 4-я линия В.О., дом 27/20, литера А",Дивина Анастасия Вячеславовна,323-77-28,323-77-28,info@gymn24.ru,Муниципальное образование Муниципальный округ  №7,7801033297,1037800008784,
Василеостровский,"Государственное бюджетное общеобразовательное учреждение гимназия № 32 ""Гимназия петербургской культуры"" Василеостровского района Санкт-Петербурга",ГБОУ гимназия № 32,"г.Санкт-Петербург, 2-я линия В.О., дом 43, литера В",Коршунова Оксана Викторовна,323-40-68,323-40-68,gymn32@mail.ru,Муниципальное образование муниципальный округ «Округ Васильевский»,7801136278,1027800539470,
Василеостровский,Государственное бюджетное общеобразовательное учреждение гимназия №586 Василеостровского района Санкт-Петербурга,ГБОУ гимназия №586,"г.Санкт-Петербург, улица Кораблестроителей, дом 37, корпус 5, литера А",Зинченко Елена Валерьевна,351-87-63,351-87-83,inf@school586.spb.ru,Муниципальное образование муниципальный округ «Остров Декабристов»,7801136077,1037800017551,
Василеостровский,"Государственное бюджетное общеобразовательное учреждение гимназия № 642 ""Земля и Вселенная"" Василеостровского района Санкт-Петербурга","ГБОУ гимназия № 642 ""Земля и Вселенная""","г.Санкт-Петербург, Гаванская улица, дом 54, литера Б",Трошкеев Павел Анатольевич,351-89-90,351-88-55,school642@inbox.ru,Муниципальное образование «Гавань»,7801140073,1027800547510,
Василеостровский,Государственное бюджетное общеобразовательное учреждение школа № 4 Василеостровского района Санкт - Петербурга,ГБСОУ №4,"г.Санкт-Петербург, Средний проспект В.О., дом 80, литера А",Стрижак Наталья Анатольевна,321-36-73,321-72-06,4-kor@mail.ru,Муниципальное образование Муниципальный округ  №7,7801136587,1037800060770,
Василеостровский,"Государственное бюджетное общеобразовательное учреждение школа № 755 ""Региональный Центр аутизма"" Василеостровского района Санкт-Петербурга",ГБОУ школа №755,"г.Санкт-Петербург, 7-я линия В.О., дом 66, литера А",Демьянчук Лариса Николаевна,241-32-02,241-32-04,sch755autism@yandex.ru,Муниципальное образование муниципальный округ «Округ Васильевский»,7801314450,1167847307176,
Красносельский,Государственное бюджетное общеобразовательное учреждение школа № 54 Красносельского района Санкт-Петербурга,ГБОУ №54,"198332, Санкт-Петербург, улица Маршала Казакова, дом 60, корпус 2",Никитина Ольга Петровна,374-50-54 ;617-48-28,374-50-54,school54spb@mail.ru,Южно-Приморский,7807079820,1157847167840,
Красносельский,Государственное бюджетное общеобразовательное учреждение школа № 7 Красносельского района Санкт-Петербурга,ГБОУ школа № 7 Красносельского района Санкт-Петербурга,"198259, Санкт-Петербург г, Тамбасова ул, дом 29, корпус  1, литер А",Бражникова Наталья Алексеевна,417-56-94,417-56-94,school7spb@yandex.ru,Константиновское,7807345944,1097847278649,
Красносельский,Государственное бюджетное общеобразовательное учреждение школа № 131 Красносельского района Санкт-Петербурга,ГБОУ школа №131 Красносельского района г. Санкт-Петербурга,"198328, Санкт-Петербург г, Маршала Захарова ул, дом 16, корпус  5, литер А",Ненашева Людмила Николаевна,241-37-85,241-37-85,school-131@mail.ru,Южно-Приморский,7807023746,1027804605905,"198328, Санкт-Петербург, проспект Кузнецова, дом 23, корпус 2, литер А; 198328, Санкт-Петербург, проспект Кузнецова, дом 26, корпус 2, литер А"
Красносельский,Государственное бюджетное общеобразовательное учреждение Центр образования № 167 Красносельского района Санкт-Петербурга,ГБОУ ЦО №167 Санкт-Петербурга,"198206,г.Санкт-Петербург, улица Лётчика Пилютова, дом 11, корпус 2, литера А",Чупина Наталья Александровна,417-30-06;417-30-05,417-30-06,school_167@mail.ru,Константиновское,7807033127,1027804601538,"198264, Санкт-Петербург, ул. Летчика Пилютова д.13 кор.2 строение 1"
Красносельский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №200 с углубленным изучением финского языка Красносельского района Санкт-Петербурга,ГБОУ СОШ №200 Красносельского района Санкт-Петербурга,"198328, Санкт-Петербург г, Рихарда Зорге ул, дом 13, корпус  2, литер А",Осипенко Наталия Петровна,417-60-67,417-60-67,spb200school@yandex.ru,Южно-Приморский,7807024531,1027804605135,
Красносельский,Государственное бюджетное общеобразовательное учреждение школа №203  Красносельского района Санкт-Петербурга,ГБОУ школа № 203,"198264, Санкт-Петербург, проспект Ветеранов, дом 173, корпус 3, строение 1",Карягин Сергей Николаевич,-,-,-,Сосновая Поляна,7802705600,1207800042780,
